car_name,brand,model,vehicle_age,km_driven,transmission_type,mileage,engine,max_power,seats,selling_price,transmission_type_Encoded,seller_type_Dealer,seller_type_Owner,fuel_type_Cng,fuel_type_Diesel,fuel_type_Electric,fuel_type_Petrol
Mahindra XUV500,Mahindra,Xuv500,4.0,50000,Automatic,16.0,2159.5,140.0,7,1250000,0,1,0,0,1,0,0
Maruti Alto,Maruti,Alto,3.0,12000,Manual,24.7,796.0,47.3,5,300000,1,0,1,0,0,0,1
Honda City,Honda,City,3.0,12000,Automatic,19.692493169398904,1497.0,117.6,5,960000,0,0,1,0,0,0,1
Maruti Vitara,Maruti,Vitara,3.0,15000,Manual,19.692493169398904,1248.0,88.5,5,750000,1,0,1,0,1,0,0
Volkswagen Polo,Volkswagen,Polo,10.0,63000,Manual,16.47,1198.0,73.9,5,249000,1,1,0,0,0,0,1
Tata Hexa,Tata,Hexa,3.0,30000,Manual,17.6,2159.5,153.86,7,1400000,1,0,1,0,1,0,0
Ford Figo,Ford,Figo,10.0,130000,Manual,20.0,1399.0,68.0,5,250000,1,0,1,0,1,0,0
Hyundai Verna,Hyundai,Verna,7.0,120000,Manual,22.32,1582.0,126.32,5,610000,1,0,1,0,1,0,0
Ford Ecosport,Ford,Ecosport,5.0,78247,Manual,21.7,1498.0,98.96,5,545000,1,1,0,0,1,0,0
Hyundai Verna,Hyundai,Verna,8.0,113000,Manual,22.32,1582.0,126.3,5,480000,1,0,1,0,1,0,0
Hyundai i20,Hyundai,I20,7.0,52000,Manual,18.6,1197.0,81.83,5,395000,1,1,0,0,0,0,1
Toyota Innova,Toyota,Innova,9.0,109000,Manual,12.99,2159.5,100.6,7,495000,1,1,0,0,1,0,0
Hyundai Grand,Hyundai,Grand,4.0,90000,Manual,18.9,1197.0,82.0,5,470000,1,0,1,0,0,0,1
Volkswagen Polo,Volkswagen,Polo,10.0,98000,Manual,22.07,1199.0,73.9,5,200000,1,1,0,0,1,0,0
Hyundai i20,Hyundai,I20,5.0,20000,Manual,21.19,1396.0,88.73,5,699000,1,0,1,0,1,0,0
Maruti Wagon R,Maruti,Wagon R,7.0,21717,Manual,20.51,998.0,67.04,5,340000,1,0,1,0,0,0,1
Renault Duster,Renault,Duster,7.0,40000,Manual,20.45,1461.0,83.8,5,500000,1,0,1,0,1,0,0
Honda City,Honda,City,4.0,50000,Manual,17.14,1497.0,117.6,5,1050000,1,0,1,0,0,0,1
Renault Duster,R3Nault,Duster,5.0,90000,Manual,19.6,1461.0,108.45,5,600000,1,0,1,0,1,0,0
Maruti Swift,Maruti,Swift,4.0,27876,Manual,20.4,1197.0,81.8,5,491000,1,1,0,0,0,0,1
Land Rover Rover,Land Rover,Rover,5.0,56000,Automatic,19.692493169398904,1999.0,174.52500000000003,5,2890000,0,1,0,0,0,0,1
Hyundai i10,Hyundai,I10,13.0,57215,Manual,20.36,1197.0,78.9,5,160000,1,0,1,1,0,0,0
Hyundai Venue,Hyundai,V3Nue,2.0,5400,Manual,18.27,998.0,118.35,5,985000,1,1,0,0,0,0,1
Maruti Swift Dzire,Maruti,Swift Dzire,7.0,60000,Manual,23.4,1248.0,74.0,5,500000,1,0,1,0,1,0,0
Tata Tiago,Tata,Tiago,4.0,24800,Manual,23.84,1199.0,84.0,5,335000,1,0,1,0,0,0,1
Maruti Alto,Maruti,Alto,14.0,70000,Manual,19.7,796.0,46.3,5,85000,1,0,1,0,0,0,1
Honda Jazz,Honda,Jazz,3.0,20000,Automatic,17.1,1199.0,88.51,5,740000,0,1,0,0,0,0,1
Maruti Swift,Marut,Swift,8.0,34553,Manual,22.0,1197.0,81.8,5,375000,1,1,0,0,0,0,1
Maruti Vitara,Maruti,Vitara,3.0,40000,Manual,24.3,1248.0,88.5,5,810000,1,0,1,0,1,0,0
Volkswagen Polo,Volkswagen,Polo,11.0,130000,Manual,16.47,1198.0,73.9,5,173000,1,0,1,0,0,0,1
Maruti Vitara,Maruti,Vitara,4.0,50000,Manual,24.3,1248.0,88.5,5,700000,1,0,1,0,1,0,0
Mahindra KUV,Maruti,Kuv,5.0,70000,Manual,25.32,1198.0,77.0,6,310000,1,0,1,0,0,0,1
Mahindra Scorpio,Mahindra,Scorpio,4.0,120000,Manual,15.4,1997.0,120.0,7,850000,1,0,1,0,1,0,0
Hyundai i20,Hyundai,I20,8.0,90000,Manual,22.54,1396.0,88.76,5,285000,1,1,0,0,0,0,1
Maruti Swift Dzire,Marut,Swift Dzire,7.0,120000,Manual,23.4,1197.0,74.0,5,450000,1,1,0,0,1,0,0
Hyundai Creta,Hyunda,Creta,4.0,80000,Manual,19.67,1582.0,100.59431352459016,5,1100000,1,0,1,0,1,0,0
Mahindra Scorpio,Mahindra,Scorpio,4.0,30000,Manual,15.4,1997.0,120.0,7,1080000,1,0,1,0,0,0,1
Honda City,Honda,City,7.0,66100,Manual,26.0,1498.0,98.6,5,530000,1,1,0,0,1,0,0
Maruti Swift Dzire,Maruti,Swift Dzire,4.0,50000,Manual,28.4,1248.0,74.02,5,680000,1,0,1,0,1,0,0
Mahindra Scorpio,Mahindra,Scorpio,4.0,42000,Manual,15.4,1997.0,120.0,7,1025000,1,1,0,0,1,0,0
Hyundai i20,Hyundai,I20,4.0,55000,Manual,18.6,1197.0,81.83,5,650000,1,0,1,0,0,0,1
Hyundai i10,Hyundai,I10,9.0,110699,Manual,19.692493169398904,1197.0,78.9,5,194000,1,1,0,0,0,0,1
Maruti Baleno,Marut,Baleno,2.0,5000,Automatic,21.4,1197.0,83.1,5,686000,0,0,1,0,0,0,1
Maruti Alto,Maruti,Alto,5.0,50000,Manual,22.74,796.0,47.3,5,200000,1,0,1,0,0,0,1
Maruti Swift Dzire,Maruti,Swift Dzire,11.0,44000,Manual,19.1,1197.0,85.8,5,250000,1,1,0,0,0,0,1
Maruti Vitara,Maruti,Vitara,3.0,90000,Manual,24.3,1248.0,88.5,5,730000,1,0,1,0,1,0,0
Hyundai Verna,Hyundai,Verna,4.0,55000,Manual,17.01,1591.0,121.3,5,650000,1,1,0,0,0,0,1
Maruti Vitara,Maruti,Vitar,4.0,45000,Manual,24.3,1248.0,88.5,5,790000,1,1,0,0,1,0,0
Maruti Baleno,Maruti,Baleno,4.0,30000,Manual,21.4,1197.0,83.1,5,620000,1,0,1,0,0,0,1
Hyundai Verna,Hyundai,Verna,4.0,50000,Manual,17.01,1591.0,121.3,5,510000,1,1,0,0,0,0,1
Maruti Eeco,Maruti,Eeco,8.0,20000,Manual,15.37,1196.0,73.0,5,375000,1,0,1,0,0,0,1
Maruti Swift Dzire,Maruti,Swift Dzire,4.0,19843,Automatic,21.21,1197.0,81.8,5,620000,0,0,0,0,0,0,1
Ford Endeavour,Ford,End3Avour,10.0,30000,Automatic,11.4,2159.5,153.86,7,950000,0,0,1,0,1,0,0
Toyota Innova,Toyota,Innova,4.0,52300,Manual,13.68,2159.5,147.51,7,1450000,1,1,0,0,0,0,1
Honda City,Honda,City,5.0,40000,Automatic,18.0,1497.0,117.3,5,845000,0,0,1,0,0,0,1
Maruti Swift Dzire,Maruti,Swift Dzire,7.0,61500,Manual,23.4,1248.0,74.0,5,390000,1,1,0,0,1,0,0
Honda Amaze,Hond,Amaze,6.0,59000,Manual,18.0,1198.0,86.7,5,395000,1,1,0,0,0,0,1
Hyundai Grand,Hyundai,Grand,3.0,40000,Manual,18.9,1197.0,81.86,5,450000,1,0,1,0,0,0,1
Audi A6,Audi,A6,8.0,60000,Manual,17.68,1968.0,174.33,5,1700000,1,0,1,0,1,0,0
Hyundai Grand,Hyundai,Grand,8.0,61000,Manual,18.9,1197.0,82.0,5,325000,1,1,0,0,0,0,1
Mahindra KUV,Mahindra,Kuv,5.0,70000,Manual,25.32,1198.0,77.0,6,350000,1,0,1,0,0,0,1
Mahindra XUV500,Mahindra,Xuv500,8.0,63000,Manual,15.1,2159.5,140.0,7,650000,1,1,0,0,1,0,0
Mercedes-Benz E-Class,M3Rcedes-Benz,E-Class,9.0,58000,Manual,12.3,1796.0,174.52500000000003,5,1250000,1,1,0,0,0,0,1
Maruti Swift Dzire,Maruti,Swift Dzire,4.0,22000,Manual,28.4,1248.0,74.02,5,750000,1,0,1,0,1,0,0
Honda City,Honda,City,11.0,57977,Manual,17.0,1497.0,118.0,5,299000,1,1,0,0,0,0,1
Land Rover Rover,Land Rover,Rov3R,3.0,13000,Automatic,12.19,1997.0,174.52500000000003,4,7000000,0,1,0,0,0,0,1
Mini Cooper,Maruti,Cooper,9.0,67000,Automatic,17.33,1998.0,174.52500000000003,4,1325000,0,1,0,0,0,0,1
Maruti Ertiga,Marut,Ertiga,7.0,48242,Manual,20.77,1248.0,88.76,7,524000,1,1,0,0,1,0,0
Ford Figo,Ford,Figo,9.0,68000,Manual,20.0,1399.0,68.05,5,169000,1,1,0,0,1,0,0
Maruti Ertiga,Maruti,Ertiga,7.0,40000,Manual,20.77,1248.0,88.8,7,500000,1,0,1,0,1,0,0
Audi Q7,Maruti,Q7,9.0,98000,Automatic,12.07,2159.5,174.52500000000003,7,2000000,0,1,0,0,1,0,0
Maruti Swift Dzire,Maruti,Swift Dzire,8.0,113450,Manual,23.4,1248.0,74.0,5,380000,1,0,1,0,1,0,0
Maruti Wagon R,Maruti,Wagon R,3.0,80000,Automatic,20.51,1197.0,67.0,5,400000,0,0,1,0,0,0,1
Hyundai Santro,Maruti,Santro,1.0,1000,Automatic,20.3,1197.0,68.0,5,565000,0,1,0,0,0,0,1
Maruti Wagon R,Maruti,Wagon R,6.0,20292,Manual,20.51,998.0,67.04,5,335000,1,1,0,0,0,0,1
Mahindra Scorpio,Mahindra,Scorpio,11.0,67900,Manual,12.05,2159.5,120.0,7,300000,1,1,0,0,1,0,0
Mahindra Scorpio,Mahindra,Scorpio,4.0,40000,Manual,15.4,1997.0,120.0,7,1051000,1,1,0,0,0,0,1
Hyundai Grand,Hyundai,Grand,4.0,60000,Manual,24.0,1186.0,73.97,5,510000,1,0,1,0,1,0,0
Renault KWID,Renault,Kwid,3.0,25000,Automatic,24.04,999.0,67.0,5,370000,0,0,1,0,0,0,1
Maruti Wagon R,Maruti,Wagon R,14.0,70000,Manual,18.9,998.0,67.1,5,200000,1,0,1,0,0,0,1
Maruti Baleno,Maruti,Baleno,3.0,21000,Manual,27.39,1248.0,74.0,5,625000,1,0,1,0,1,0,0
Mahindra Scorpio,Mahindra,Scorpio,3.0,39000,Manual,19.692493169398904,2159.5,140.0,7,1290000,1,1,0,0,1,0,0
Hyundai Creta,Hyunda,Creta,4.0,30000,Manual,15.8,1591.0,121.3,5,890000,1,1,0,0,0,0,1
Hyundai Verna,Hyundai,Verna,9.0,61000,Manual,22.32,1582.0,126.3,5,420000,1,1,0,0,1,0,0
Maruti Swift,Maruti,Swift,4.0,5743,Manual,20.4,1197.0,83.11,5,500000,1,0,0,0,0,0,1
Hyundai Grand,Hyundai,Grand,3.0,24200,Manual,18.9,1197.0,81.86,5,600000,1,0,1,1,0,0,0
Maruti Baleno,Maruti,Baleno,4.0,57000,Manual,27.39,1248.0,74.0,5,590000,1,0,1,0,1,0,0
Hyundai i10,Hyundai,I1,10.0,58000,Manual,20.36,1197.0,78.9,5,190000,1,1,0,0,0,0,1
Datsun GO,Datsun,Go,4.0,15000,Manual,19.44,1198.0,67.0,7,500000,1,0,1,0,0,0,1
Maruti Celerio,Marut,C3Lerio,4.0,10000,Manual,23.1,1197.0,67.04,5,450000,1,0,1,0,0,0,1
Mahindra XUV500,Mahindra,Xuv500,6.0,100000,Manual,15.1,2159.5,140.0,7,650000,1,0,1,0,1,0,0
BMW Z4,Bmw,Z4,1.0,2000,Automatic,11.29,2159.5,174.52500000000003,2,8250000,0,1,0,0,0,0,1
Maruti Wagon R,Maruti,Wagon R,1.0,10000,Manual,20.52,1197.0,81.8,5,500000,1,0,1,0,0,0,1
Maruti Alto,Maruti,Alto,12.0,43000,Manual,19.7,796.0,46.3,5,140000,1,0,1,0,0,0,1
Honda Amaze,Honda,Amaz3,4.0,64000,Manual,18.0,1198.0,86.7,5,349000,1,1,0,1,0,0,0
Maruti Wagon R,Maruti,Wagon R,7.0,30000,Manual,20.51,998.0,67.06,5,325000,1,0,1,0,0,0,1
Honda City,Honda,City,7.0,63000,Manual,17.8,1497.0,117.3,5,435000,1,1,0,0,0,0,1
Maruti Celerio,Maruti,Celerio,3.0,28000,Manual,30.834999999999994,998.0,58.33,5,455000,1,1,0,1,0,0,0
Land Rover Rover,Land Rover,Rover,3.0,25000,Automatic,9.17,2159.5,174.52500000000003,7,6200000,0,0,1,0,0,0,1
Honda City,Honda,City,4.0,32226,Manual,17.8,1497.0,117.3,5,755000,1,1,0,0,0,0,1
Maruti Alto,Maruti,Alto,7.0,65000,Manual,23.95,998.0,67.05,5,245000,1,0,1,0,0,0,1
Kia Seltos,Kia,Seltos,2.0,14000,Manual,20.8,1493.0,113.4,5,1350000,1,1,0,0,1,0,0
Renault KWID,Renault,Kwid,3.0,15000,Automatic,24.04,999.0,67.0,5,310000,0,0,1,0,0,0,1
BMW 6,Bmw,6,3.0,30000,Automatic,14.28,1998.0,174.52500000000003,4,5500000,0,0,1,0,0,0,1
Maruti Swift Dzire,Marut,Swift Dzir3,3.0,32000,Manual,19.3,1248.0,73.9,5,675000,1,1,0,0,1,0,0
Maruti Wagon R,Maruti,Wagon R,2.0,30000,Manual,20.52,1197.0,81.8,5,500000,1,0,1,0,0,0,1
Hyundai i10,Hyundai,I10,4.0,25000,Manual,20.36,1197.0,78.9,5,300000,1,0,1,0,0,0,1
Mahindra Scorpio,Mahindra,Scorpio,5.0,35000,Automatic,15.4,2159.5,120.0,7,1450000,0,0,1,0,1,0,0
Mahindra Scorpio,Mahindra,Scorpio,8.0,130000,Manual,12.05,2159.5,120.0,8,530000,1,0,1,0,1,0,0
Ford Ecosport,Ford,Ecosport,7.0,65597,Manual,19.692493169398904,1498.0,89.84,5,575000,1,0,0,0,1,0,0
Hyundai i20,Hyundai,I20,4.0,35000,Manual,18.6,1197.0,81.83,5,550000,1,0,1,0,0,0,1
Maruti Ciaz,Maruti,Ciaz,7.0,130000,Manual,26.21,1248.0,88.5,5,500000,1,0,1,0,1,0,0
Maruti Baleno,Maruti,Bal3No,4.0,7124,Manual,21.01,1197.0,81.8,5,643000,1,0,1,0,0,0,1
Ford Ecosport,Ford,Ecosport,2.0,15000,Manual,18.1,999.0,123.24,5,1000000,1,0,1,0,0,0,1
Hyundai Grand,Hyundai,Grand,5.0,34000,Manual,18.9,1197.0,82.0,5,550000,1,0,1,0,0,0,1
Volkswagen Vento,Volkswagen,V3Nto,10.0,130000,Manual,20.54,1598.0,103.6,5,300000,1,0,1,0,1,0,0
Tata Tigor,Tata,Tigor,3.0,40000,Manual,20.3,1199.0,84.0,5,470000,1,0,1,1,0,0,0
Honda City,Honda,City,7.0,77000,Manual,26.0,1498.0,98.6,5,525000,1,1,0,0,1,0,0
Datsun GO,Datsun,Go,4.0,15000,Manual,19.44,1198.0,67.0,7,469000,1,0,1,0,0,0,1
Maruti Alto,Maruti,Alto,9.0,60000,Manual,20.92,998.0,67.1,5,210000,1,0,1,0,0,0,1
Maruti Alto,Maruti,Alto,8.0,120000,Manual,22.74,796.0,47.3,5,200000,1,0,1,0,0,0,1
Renault KWID,Renault,Kwid,2.0,2500,Manual,23.01,999.0,67.0,5,400000,1,0,1,0,0,0,1
Jaguar XF,Jaguar,Xf,8.0,50000,Automatic,16.36,2159.5,174.52500000000003,5,2150000,0,1,0,0,1,0,0
Maruti Celerio,Marut,Celerio,5.0,46500,Manual,23.1,998.0,67.04,5,340000,1,0,1,0,0,0,1
Maruti Alto,Maruti,Alto,14.0,5000,Manual,19.7,1197.0,46.3,5,95000,1,0,1,0,0,0,1
Maruti Swift,Maruti,Swift,4.0,68000,Manual,22.9,1248.0,74.0,5,381000,1,0,1,0,1,0,0
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,4.0,45000,Automatic,14.94,2143.0,174.52500000000003,5,775000,0,1,0,0,1,0,0
Maruti Swift Dzire,Maruti,Swift Dzire,4.0,20000,Manual,28.4,1248.0,74.02,5,700000,1,0,1,0,1,0,0
Maruti Ciaz,Marut,Ciaz,4.0,106000,Manual,28.09,1248.0,88.5,5,675000,1,1,0,0,1,0,0
Honda City,Honda,City,6.0,28000,Automatic,18.0,1197.0,117.3,5,670000,0,1,0,0,0,0,1
Mahindra XUV500,Mahindra,Xuv500,3.0,50000,Manual,16.0,2159.5,140.0,7,1050000,1,0,1,0,1,0,0
BMW X5,Maruti,X5,2.0,19000,Automatic,13.38,1197.0,174.52500000000003,5,7900000,0,0,1,0,1,0,0
Honda City,Hond,City,10.0,55000,Manual,17.0,1497.0,118.0,5,360000,1,1,0,0,0,0,1
Ford Figo,Ford,Figo,4.0,53000,Manual,25.83,1498.0,99.0,5,400000,1,0,1,0,1,0,0
Hyundai Verna,Hyundai,V3Rna,7.0,89000,Manual,22.32,1582.0,126.32,5,470000,1,1,0,0,1,0,0
Maruti Alto,Maruti,Alto,3.0,22000,Manual,24.7,796.0,47.3,5,304000,1,0,1,1,0,0,0
Honda City,Honda,City,7.0,69000,Manual,26.0,1498.0,98.6,5,490000,1,1,0,0,1,0,0
Mahindra Scorpio,Maruti,Scorpio,5.0,130000,Manual,15.4,1997.0,120.0,7,864000,1,0,1,0,1,0,0
Mahindra XUV500,Mahindra,Xuv500,8.0,85000,Manual,16.0,2159.5,140.0,7,480000,1,1,0,0,1,0,0
Maruti Wagon R,Marut,Wagon R,2.0,3600,Automatic,20.52,1197.0,100.59431352459016,5,575000,0,1,0,1,0,0,0
Maruti Baleno,Marut,Baleno,2.0,5000,Automatic,21.4,1197.0,83.1,5,686000,0,0,1,0,0,0,1
Toyota Innova,Toyota,Innov,6.0,130000,Manual,12.99,2159.5,100.0,7,780000,1,1,0,0,1,0,0
Audi A6,Audi,A6,3.0,24000,Automatic,17.68,1968.0,174.33,5,3490000,0,1,0,0,1,0,0
MG Hector,Mg,Hector,2.0,28000,Manual,17.41,1956.0,167.68,5,1699000,1,1,0,0,1,0,0
Maruti Swift,Maruti,Swift,2.0,44000,Manual,28.4,1248.0,74.0,5,800000,1,0,1,0,1,0,0
Maruti Baleno,Maruti,Baleno,3.0,10000,Automatic,21.4,1197.0,83.1,5,680000,0,0,1,0,0,0,1
Toyota Fortuner,Toyota,Fortuner,11.0,130000,Manual,11.5,2159.5,171.0,7,1200000,1,0,1,0,1,0,0
Toyota Innova,Toyota,Innova,9.0,130000,Manual,12.99,2159.5,100.0,8,525000,1,1,0,0,1,0,0
Ford Ecosport,Ford,Ecosport,2.0,22346,Manual,19.692493169398904,1497.0,121.36,5,955000,1,1,0,0,0,0,1
Hyundai i20,Hyundai,I20,9.0,120000,Manual,19.692493169398904,1396.0,90.0,5,350000,1,0,1,0,1,0,0
Maruti Vitara,Maruti,Vitara,1.0,1000,Manual,17.03,1462.0,103.26,5,800000,1,1,0,0,0,0,1
Maruti Alto,Maruti,Alto,4.0,56700,Manual,19.7,796.0,46.3,5,75000,1,0,1,0,0,0,1
Mahindra XUV500,Mahindra,Xuv500,6.0,130000,Manual,19.692493169398904,2159.5,140.0,7,825000,1,0,1,0,0,0,1
Mahindra Marazzo,Mahindra,Marazzo,2.0,60000,Manual,17.3,1497.0,121.0,8,1476000,1,0,1,0,1,0,0
Honda Jazz,Honda,Jazz,3.0,40000,Automatic,18.2,1199.0,88.7,5,670000,0,1,0,0,0,0,1
Maruti Alto,Maruti,Alto,9.0,28000,Manual,19.7,796.0,46.3,5,180000,1,1,0,0,0,0,1
Hyundai Grand,Hyundai,Gran,4.0,35000,Manual,18.9,1197.0,81.86,5,490000,1,0,1,0,0,0,1
Maruti Baleno,Maruti,Baleno,4.0,20000,Manual,21.4,1197.0,83.1,5,550000,1,0,1,0,0,0,1
Hyundai i10,Hyundai,I10,7.0,40000,Manual,20.36,1197.0,78.9,5,350000,1,0,1,1,0,0,0
Toyota Innova,Maruti,Innova,2.0,35000,Manual,13.68,2159.5,147.8,8,1500000,1,0,1,0,1,0,0
Ford Figo,Ford,Figo,9.0,74000,Manual,20.0,1399.0,68.05,5,190000,1,1,0,0,1,0,0
Renault Duster,Renault,Dust3R,7.0,46500,Manual,20.45,1461.0,83.8,5,460000,1,0,1,0,1,0,0
Maruti Swift,Maruti,Swift,2.0,8000,Automatic,21.21,1197.0,81.8,5,650000,0,1,0,0,0,0,1
Maruti Ciaz,Maruti,Ciaz,5.0,120000,Manual,28.09,1248.0,88.5,5,700000,1,0,1,0,1,0,0
Maruti Swift,Maruti,Swift,4.0,34000,Manual,20.4,1197.0,81.8,5,455000,1,0,1,0,0,0,1
Maruti Swift,Maruti,Swift,7.0,54000,Manual,22.0,1197.0,81.8,5,365000,1,1,0,0,0,0,1
Maruti Swift Dzire,Maruti,Swift Dzire,7.0,11275,Manual,19.1,1197.0,85.8,5,470000,1,1,0,1,0,0,0
Toyota Fortuner,Maruti,Fortuner,3.0,35000,Automatic,12.9,2159.5,174.5,7,2950000,0,1,0,0,1,0,0
Maruti Swift,Maruti,Swif,9.0,48000,Manual,22.9,1197.0,74.0,5,400000,1,0,1,0,1,0,0
Renault Duster,Renault,Duster,6.0,68000,Manual,19.87,1461.0,83.8,5,550000,1,1,0,0,1,0,0
Honda Civic,Honda,Civic,2.0,23000,Automatic,13.9,1799.0,130.2,5,1519000,0,1,0,0,0,0,1
Maruti Swift Dzire,Maruti,Swift Dzire,3.0,31500,Manual,28.4,1248.0,74.02,5,740000,1,0,1,0,1,0,0
Honda Amaze,Honda,Amaze,8.0,73000,Manual,25.8,1498.0,98.6,5,325000,1,1,0,0,1,0,0
Hyundai Grand,Hyundai,Grand,1.0,10000,Automatic,20.7,1197.0,81.86,5,600000,0,0,1,1,0,0,0
Honda Amaze,Honda,Amaze,8.0,130000,Manual,25.8,1498.0,98.6,5,300000,1,0,1,0,1,0,0
Hyundai i10,Hyundai,I10,11.0,30000,Manual,20.36,1197.0,78.9,5,300000,1,0,1,0,0,0,1
Maruti Wagon R,Marut,Wagon R,5.0,83000,Manual,26.6,998.0,58.16,5,345000,1,1,0,1,0,0,0
Mahindra Scorpio,Mahindra,Scorpio,3.0,60000,Manual,15.4,2159.5,75.0,7,900000,1,0,1,0,1,0,0
Mahindra XUV500,Mahindra,Xuv500,5.0,83000,Manual,16.0,1997.0,140.0,7,1025000,1,1,0,0,1,0,0
Isuzu D-Max,Isuzu,D-Max,4.0,58132,Manual,12.4,2159.5,134.0,5,1450000,1,1,0,0,1,0,0
Maruti Swift,Maruti,Swift,6.0,34000,Manual,20.4,1197.0,100.59431352459016,5,400000,1,0,1,1,0,0,0
Honda Amaze,Honda,Amaze,7.0,45120,Manual,25.8,1498.0,98.6,5,367000,1,1,0,0,1,0,0
Hyundai Grand,Hyundai,Grand,2.0,15000,Manual,18.9,1197.0,81.86,5,535000,1,0,1,0,0,0,1
Maruti Ertiga,Maruti,Ertiga,2.0,15000,Manual,19.34,1462.0,103.0,7,805000,1,1,0,0,0,0,1
MG Hector,Mg,Hector,1.0,1000,Manual,15.81,1451.0,141.0,5,1488000,1,1,0,0,0,0,1
Hyundai i10,Hyunda,I10,9.0,64000,Manual,20.36,1197.0,100.59431352459016,5,250000,1,0,1,0,0,0,1
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10.0,98000,Automatic,14.21,2143.0,174.52500000000003,5,700000,0,1,0,0,1,0,0
Maruti Vitara,Maruti,Vitar,5.0,65000,Manual,24.3,1248.0,100.59431352459016,5,675000,1,1,0,0,1,0,0
Maruti Swift,Maruti,Swift,6.0,84000,Manual,28.4,1248.0,74.0,5,425000,1,1,0,0,1,0,0
Maruti Alto,Maruti,Alto,6.0,33000,Manual,22.74,796.0,47.3,5,260000,1,0,1,0,0,0,1
Honda City,Honda,City,5.0,55670,Manual,17.8,1497.0,117.3,5,700000,1,1,0,0,0,0,1
Maruti Baleno,Maruti,Baleno,4.0,50000,Manual,27.39,1248.0,100.59431352459016,5,560000,1,0,1,0,1,0,0
Hyundai Verna,Hyunda,V3Rna,14.0,130000,Manual,16.8,1493.0,110.0,5,155000,1,0,1,0,1,0,0
Porsche Cayenne,Porsche,Cayenne,5.0,47000,Automatic,15.15,2159.5,174.52500000000003,5,5975000,0,1,0,0,1,0,0
Maruti Ertiga,Marut,Ertiga,2.0,18000,Manual,19.01,1462.0,103.26,7,800000,1,1,0,0,0,0,1
BMW 3,Bmw,3,10.0,52420,Automatic,22.69,1995.0,174.52500000000003,5,750000,0,1,0,0,1,0,0
Hyundai Grand,Hyunda,Grand,6.0,10000,Manual,18.9,1197.0,82.0,5,350000,1,0,1,0,0,0,1
Toyota Innova,Toyota,Innova,5.0,40000,Manual,13.68,2159.5,147.8,8,1380000,1,0,1,0,1,0,0
Mahindra Scorpio,Mahindra,Scorpio,6.0,50000,Manual,15.4,2159.5,120.0,7,1000000,1,0,1,0,1,0,0
Maruti Ertiga,Maruti,Ertiga,3.0,50000,Manual,17.5,1373.0,91.1,7,700000,1,0,1,0,0,0,1
Maruti Swift Dzire,Maruti,Swift Dzire,12.0,76963,Manual,17.5,1298.0,85.8,5,230000,1,0,1,0,0,0,1
BMW 5,Bmw,5,5.0,52890,Automatic,18.12,1995.0,174.52500000000003,5,2800000,0,1,0,0,1,0,0
Maruti Alto,Maruti,Alto,5.0,45000,Manual,30.46,796.0,47.3,5,350000,1,1,0,1,0,0,0
Maruti Baleno,Maruti,Baleno,3.0,25000,Manual,27.39,1248.0,74.0,5,825000,1,0,1,0,1,0,0
Renault KWID,Renault,Kwid,3.0,10103,Manual,25.17,799.0,53.3,5,325000,1,1,0,0,0,0,1
BMW X1,Bmw,X1,7.0,24000,Automatic,17.05,1995.0,174.52500000000003,5,1675000,0,1,0,0,1,0,0
Mahindra XUV500,Mahindra,Xuv500,7.0,47240,Manual,15.1,2159.5,140.0,7,800000,1,1,0,0,1,0,0
Maruti Celerio,Maruti,Celerio,2.0,30000,Manual,23.1,998.0,67.04,5,400000,1,0,1,0,0,0,1
Toyota Innova,Toyot,Innova,3.0,58000,Manual,13.68,2159.5,147.51,7,1750000,1,1,0,0,0,0,1
Audi A4,Audi,A4,8.0,65000,Automatic,19.692493169398904,1968.0,147.51,5,1200000,0,1,0,0,1,0,0
Hyundai i20,Hyunda,I20,6.0,35213,Manual,22.54,1396.0,88.73,5,535000,1,1,0,0,1,0,0
Hyundai Grand,Hyundai,Grand,6.0,35000,Manual,18.9,1197.0,82.0,5,356000,1,0,1,0,0,0,1
Mahindra XUV500,Mahindra,Xuv500,9.0,92000,Manual,16.0,2159.5,140.0,7,550000,1,1,0,0,1,0,0
Maruti Eeco,Maruti,E3Co,3.0,34500,Manual,21.94,1196.0,61.7,5,360000,1,1,0,1,0,0,0
Maruti Ertiga,Maruti,Ertiga,4.0,50000,Manual,24.52,1248.0,88.5,7,700000,1,0,1,0,1,0,0
Hyundai Grand,Hyundai,Grand,5.0,30000,Manual,18.9,1197.0,82.0,5,390000,1,0,1,0,0,0,1
Toyota Fortuner,Toyota,Fortuner,9.0,51000,Automatic,12.55,2159.5,168.7,7,1245000,0,1,0,0,1,0,0
Mahindra XUV500,Mahindr,Xuv500,4.0,60000,Automatic,16.0,2159.5,140.0,7,1150000,0,0,1,0,1,0,0
Maruti Wagon R,Maruti,Wagon R,10.0,83000,Manual,18.9,998.0,67.1,5,180000,1,1,0,0,0,0,1
Skoda Rapid,Skoda,Rapid,7.0,70000,Manual,15.0,1598.0,103.52,5,425000,1,1,0,1,0,0,0
Ford Freestyle,Ford,Freestyle,2.0,50000,Manual,19.692493169398904,1194.0,94.68,5,650000,1,0,1,0,0,0,1
Maruti Swift,Maruti,Swift,9.0,60000,Manual,22.9,1248.0,74.0,5,400000,1,0,1,0,1,0,0
